smiles,bbbp,mutagenicity,hia,plogp,qed,drd2,sas
C=CC[C@H](Nc1ccc(Cc2cccc(N[C+](C)C)c2)cc1)c1ccc(OC)cc1,0.4,0.37,1.0,3.13,0.28,0.03,3.23
CN(Cc1ccc(Cl)cc1Cl)C(=O)CN(c1cc(Cl)cc(Cl)c1)S(=O)(=O)c1ccccc1,0.88,0.03,1.0,3.6,0.37,0.02,2.34
N=C(N)C(=N)N/N=C\c1ccc(O)cc1,0.24,0.78,1.0,-1.22,0.27,0.01,2.92
COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccccc2C(=O)N[C+](C)C)cc1,0.52,0.04,1.0,2.05,0.53,0.0,2.61
CCN(CC)CCCOc1cc(C=Nn2c(-c3cc4c(OC)cccc4o3)nc3ccccc3c2=O)cc(Cl)c1OC,0.59,0.4,1.0,3.16,0.12,0.04,2.9
C#CCOc1c(/C=N\N[C@H](O)COc2ccc([C@H]3NC(=O)NC(C)=C3C)cc2OCC)cc(I)cc1OC,0.24,0.36,0.99,-0.29,0.09,0.02,4.14
CCOC(=O)C1=C(C)N=c2s/c(=C\c3cn(C)c4ccccc34)c(=O)n2[C@@H]1c1ccccc1OC(C)C,0.48,0.13,1.0,1.21,0.36,0.0,3.12
COc1cc(N)cc(I)c1OS(=O)(=O)c1ccc(C)cc1,0.81,0.27,1.0,1.51,0.47,0.0,2.22
COC(=O)C[C@@H](c1c(O)c(O)c(O)c2c(=O)cc(-c3ccccc3)oc12)N(CCN(C)C)c1ccc(OC)cc1OC,0.35,0.35,0.93,0.74,0.17,0.03,3.63
COCCn1c(SC(C(=O)NCc2ccccc2)C(=O)NCC2CCCO2)nc2cc(C(=O)OC)ccc2c1=O,0.37,0.13,0.99,-0.67,0.15,0.0,3.43
CCCCNC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1)C(=O)CN(c1ccccc1)S(=O)(=O)c1ccc(F)cc1,0.64,0.07,1.0,2.52,0.19,0.02,2.91
COc1ccc(-c2cn(-c3ccccc3)c(NC(=O)CN3CCNCC3)n2)cc1,0.85,0.42,1.0,1.14,0.68,0.06,2.21
COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(F)(F)F)cn4)cc3n2)cn1,0.84,0.29,1.0,1.31,0.38,0.02,3.02
CCN(CC)C(=O)C1=C(C)N=c2s/c(=C/c3ccccc3OCc3ccc(Cl)c(Cl)c3)c(=O)n2[C+](C)C1c1ccc(Cl)cc1,0.3,0.06,1.0,-0.87,0.19,0.06,3.78
CN(C)C(=O)[C@@H](Cc1ccccc1)N(Cc1ccc(Cl)cc1)C(=O)CN(c1ccc(F)c(Cl)c1)S(=O)(=O)c1ccccc1,0.67,0.06,1.0,2.67,0.2,0.02,3.06
N#Cc1c(-c2ccc(F)cc2)cc(-c2cccs2)nc1SCC(=O)N1CCC(N2CCC2)CC1,0.91,0.39,1.0,2.71,0.44,0.29,2.57
COc1cccc(CN(C(=O)CN(c2ccc(F)cc2)S(=O)(=O)c2ccccc2)[C@@H](Cc2ccccc2)C(=O)NC(C)C)c1,0.37,0.07,1.0,2.14,0.22,0.02,3.0
Cc1ccc(-c2cc(-c3ccccc3)c(C#N)c(S[C@@H](C)C(=O)Nc3ccc(Cl)cc3)n2)cc1,0.33,0.16,1.0,4.11,0.29,0.0,2.63
CCOc1ccccc1NC(=O)c1sc(NC(=O)CCc2cccs2)c(C(=O)OC)c1C,0.47,0.17,1.0,2.94,0.42,0.0,2.29
CNC(=O)[C@@H](Cc1ccccc1)N(Cc1ccc(C)cc1)C(=O)CN(c1ccc(Br)cc1)C1CC1,0.88,0.17,1.0,2.15,0.39,0.02,2.94
COc1ccc(O)c(OS(=O)(=O)c2ccc(C)cc2)c1,0.31,0.04,1.0,1.62,0.88,0.0,1.86
CCN(CC)c1ccc(NC(=O)c2cc([N+](=O)[O-])ccc2N2CCC(Cc3ccccc3)CC2)c(C(C)(C)C)c1,0.68,0.32,1.0,4.21,0.22,0.02,2.59
Cc1cccn2c(=O)c(C=NNc3nc4ccccc4s3)c(SCCN3CCOCC3)nc12,0.72,0.56,1.0,1.17,0.19,0.0,2.81
O=C(Nc1cc(C(F)(F)F)ccc1Cl)C(=O)[C@@H]1C(=O)N(c2ccc(F)cc2Cl)N=C1c1ccccc1,0.69,0.06,1.0,2.32,0.26,0.01,3.16
CCc1ccc2nc(N3C(=O)C(=O)C(=C(CN)c4ccco4)[C@@H]3c3ccc([N+](=O)[O-])cc3)sc2c1,0.38,0.51,1.0,1.26,0.18,0.0,3.29
CCOC(=O)c1ccc(CN(C)C(=O)C(c2ccccc2)c2ccccc2)cc1,0.5,0.02,1.0,3.05,0.55,0.0,1.93
CC(=O)c1cc(S(=O)(=O)N2CCN(c3ccccc3)CC2)ccc1Cl,0.95,0.02,1.0,1.97,0.77,0.0,1.9
CCOC(=O)C1=C(Nc2ccc(C)cc2)S/C(=C\c2cn(C3CC3)c3ccc(Br)cc23)C1=O,0.85,0.12,1.0,3.44,0.22,0.0,2.73
CCOC(=O)C1=C(C)N=c2s/c(=C/c3cc(Br)ccc3OCc3ccccc3)c(=O)n2[C+](C)C1c1cc(OC)c(OCC)cc1Br,0.25,0.03,1.0,-1.16,0.13,0.03,3.83
CN1CCN(c2nc(-c3ccccc3)oc2Sc2ccc(Cl)cc2)CC1,0.98,0.06,1.0,2.67,0.64,0.64,2.39
CN1C2CCC1CN(c1ccc(OC(=O)c3c(F)cccc3F)cc1)C2,0.97,0.52,1.0,0.12,0.62,0.25,3.68
CCOc1ccc(-n2c(C)cc(C=C3C(=O)N(Cc4ccc(F)cc4)C(=S)N(c4ccccc4)C3=O)c2C)cc1,0.58,0.14,1.0,3.48,0.15,0.01,2.57
COc1cc2occ(-c3ccc(OC4CCN(CC(C)C)CC4)c(O)c3)c(=O)c2c(OC)c1O,0.64,0.39,0.98,1.83,0.53,0.08,2.79
CCCN1CC[C@@H]2[C@H]3CC([N+](=O)[O-])=C4C[C@@H](OC(=O)c5ccccc5)CC[C@]4(C)[C@@H]3CC[C@@]21C,0.72,0.29,1.0,0.84,0.31,0.06,4.46
Cc1ccc(S(=O)(=O)Oc2ccc(C(=O)CN(C(=O)c3ccc(Cl)c(Cl)c3)N3CCOCC3)cc2)cc1,0.23,0.13,1.0,2.15,0.29,0.01,2.67
O=C(Nc1ccc(Cl)cc1C(=O)c1ccccc1)c1cccc(CN2CCNCC2)c1,0.9,0.21,0.99,2.61,0.57,0.2,2.05
COc1ccc(C2=NN(c3nc(C)cs3)[C@H](c3ccco3)C2)cc1,0.62,0.49,1.0,1.73,0.71,0.0,2.88
COc1cc(C=Nn2c(-c3cc4ccccc4o3)nc3ccccc3c2=O)cc(Br)c1OCCN1CCN(C)CC1,0.8,0.39,1.0,2.31,0.22,0.09,2.8
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc(Cl)c3)cc1)CC2,0.93,0.44,0.99,3.27,0.54,0.07,2.07
CCN(CC)CC1=C(C)N=c2s/c(=C\c3cccc(OCc4ccc(Cl)cc4Cl)c3)c(=O)n2[C@H]1c1ccc(Cl)cc1,0.7,0.21,1.0,3.06,0.2,0.15,3.35
CC(C)(C)c1cc(O)c([N+](=O)[O-])cc1C=NCCCN1CCOCC1,0.87,0.4,1.0,0.64,0.37,0.01,2.83
CCn1c(CNC(=O)COc2cc(C)ccc2C(C)C)nnc1SC1CCN(C)CC1,0.72,0.08,1.0,1.48,0.64,0.02,2.63
CN1CCN(c2ccc(-n3c(SCc4ccc(Cl)c(Cl)c4)nc4c([nH]c5ccccc54)c3=O)cc2)CC1,0.74,0.19,1.0,3.45,0.21,0.14,2.51
CCOc1ccc([C@@H]2C(=C(O)c3ccc4c(c3)C[C@H](C)O4)C(=O)C(=O)N2Cc2ccc(F)cc2)cc1OCC,0.24,0.07,1.0,2.16,0.23,0.01,3.2
Cc1cc([C@H]2[C@H](c3ccccn3)NC(=S)N2c2ccc(NC(=O)COc3ccccc3)cc2)c(C)n1-c1ccc(F)cc1,0.39,0.19,1.0,2.67,0.19,0.02,3.51
Cc1ccc([N+](=O)[O-])cc1N(CC(=O)N(Cc1ccccc1)[C@@H](C)Cc1ccccc1)S(C)(=O)=O,0.7,0.21,1.0,1.71,0.31,0.0,2.86
CCn1c(CC(=O)Nc2ccc(C)cc2)nnc1SCC(=O)Nc1nc2ccccc2s1,0.67,0.13,0.99,2.31,0.38,0.0,2.24
COc1ccc([C@@H]2C(C(N)=O)=C(C)N=c3s/c(=C\c4ccc(F)o4)c(=O)n32)c(OC)c1,0.77,0.35,1.0,-0.82,0.64,0.0,3.31
CC(C)OCCn1c(=O)c2ccccc2c(=O)n1[CH]N(c1ccc(OCc2ccccc2)cc1)C(C)C,0.25,0.2,1.0,2.09,0.29,0.01,2.96
CCN(CC)C(=O)C1=C(C)N=c2s/c(=C/c3ccccc3OCc3cccc4ccccc34)c(=O)n2[C+](C)C1c1c(OC)ccc2ccccc12,0.32,0.2,1.0,-0.71,0.15,0.03,3.86
COC(=O)CC(=O)CSc1c(C#N)c(-c2ccc(Cl)cc2)cc(-c2cccs2)c1NC(C)C,0.57,0.04,1.0,3.23,0.2,0.0,2.94
CCc1ccc(/N=C2\S/C(=C\c3ccc(F)cc3)C(=O)N2c2ccc(CC)cc2)cc1,0.81,0.22,1.0,4.08,0.42,0.01,2.29
O=C(NCc1cccc(Cl)c1)[C@@H](Sc1ccccc1)c1ccccc1,0.63,0.15,1.0,3.23,0.58,0.0,2.26
CCn1cc(-c2cc(-c3ccccc3)nn2-c2ccccc2)c(=O)n1-c1ccccc1,0.51,0.07,1.0,2.71,0.4,0.01,2.52
CC[C@H](C(=O)NCC(C)C)N(Cc1ccc(Cl)cc1)C(=O)CN(c1cc(OC)ccc1OC)S(=O)(=O)c1ccc(OC)c(OC)c1,0.37,0.04,1.0,1.85,0.22,0.02,3.22
CC[C@@H](C)NC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1)C(=O)CN(c1cc([N+](=O)[O-])ccc1OC)S(=O)(=O)NC1CCN(C)CC1,0.29,0.38,0.99,0.35,0.17,0.03,3.73
CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(F)cc3)c(=O)n2[C@@H]1c1ccccc1OCC,0.69,0.06,1.0,1.02,0.52,0.0,2.86
CCCCOc1ccc(C(=O)C2=C(O)C(=O)N(c3nnc(SC)s3)[C@@H]2c2ccc(OC)cc2)cc1,0.16,0.09,0.99,2.24,0.17,0.0,2.93
Cc1cc(C(=O)CSc2cccc[n+]2[O-])c(C)n1-c1ccccc1Cl,0.69,0.1,1.0,2.16,0.29,0.0,2.5
CCOc1ccc(N(CC(=O)N(Cc2ccccc2)[C@@H](CC)C(=O)NC2CCCCCC2)S(=O)(=O)c2ccc(C)cc2)cc1,0.42,0.13,1.0,-0.68,0.23,0.02,3.04
CCCCON/C(=N\S(=O)(=O)c1nnc[nH]1)Nc1nc(C)cc(C2CC2)n1,0.67,0.8,1.0,-1.17,0.26,0.0,3.47
O=c1[nH]c(=O)n(-c2cc3c4c(c2)[C@@H](c2ccccc2)CCN4CC[C@@H]3c2ccccc2)c(=O)[nH]1,0.38,0.11,0.76,-20.9,0.5,0.03,3.5
COc1ccc(-c2nc3ccc(Cl)cn3c2CCC(=O)NCCN(C)C)cc1,0.74,0.63,1.0,1.6,0.63,0.01,2.33
CCOc1cc(C=Nn2c(-c3ccc4c(c3)CCN(CC)CC4)nc3ccccc3c2=O)cc(Cl)c1OCC(=O)O,0.47,0.19,0.96,-1.32,0.28,0.25,2.79
COc1ccccc1N1C(=S)N[C@H](c2ccccn2)[C@@H]1c1cccc(Cl)c1C,0.74,0.18,1.0,1.75,0.6,0.0,3.35
COc1ccc(-c2c(C)oc3cc(OCCCN4CCOCC4)ccc3c2=O)cc1OC,0.73,0.37,0.99,2.05,0.49,0.06,2.32
Cc1ccc2c(c1)C=C[C@@H]1N2[C@H](C(=O)C(C)(C)C)[C@@H](C(=O)c2ccc(F)cc2)[C@@]12C(=O)Nc1ccccc12,0.77,0.19,1.0,0.91,0.46,0.01,4.34
O=[N+]([O-])c1ccc(Nc2nc(NN=Cc3ccccc3I)nc(N3CCN(CC4CC4)CC3)n2)cc1,0.77,0.63,1.0,1.71,0.16,0.05,2.73
CN1CCN(CC(=O)OCC(=O)c2ccc(Cl)c(Cl)c2)CC1,0.97,0.1,1.0,1.11,0.6,0.01,1.99
CCOc1ccc(N(CC(=O)N(CCN(CC)CC)Cc2ccc(Cl)c(Cl)c2)S(=O)(=O)c2ccc(Br)cc2)cc1,0.77,0.17,1.0,3.75,0.19,0.13,2.55
Cc1ccc([C@@H]2[C@H](c3ccccn3)NC(=S)N2c2ccc(OCCN3CCNCC3)cc2)n1-c1cccnc1,0.32,0.14,0.96,0.41,0.33,0.05,3.77
COc1ccc(-c2cc3c(c(OC)c2)OCCN(C(=O)CNc2ccccc2)C3)nn1,0.83,0.23,1.0,-2.26,0.66,0.0,2.48
COc1ccc(C)cc1N[C]1NC(=O)/C(=C/c2c(O)ccc3ccccc23)S1,0.42,0.79,1.0,2.13,0.57,0.0,2.68
CCN(CC)C(=O)C1=C(C)N=c2sc(=Cc3ccc(F)cc3)c(=O)n2[C@H]1c1c(OC)ccc2ccccc12,0.61,0.31,1.0,1.47,0.37,0.03,3.1
CC[C@H](C(=O)NC(C)(C)C)N(Cc1ccccc1C)C(=O)CN(Cc1ccccc1)c1cc(OC)ccc1OC,0.37,0.07,1.0,2.43,0.31,0.01,3.07
COc1cccc(CN(C(=O)CN(C)C(=O)NC2CCCCC2)C(C)C(=O)NC2CCCCC2)c1,0.72,0.15,1.0,1.24,0.55,0.01,2.96
CCOc1cc(C=Nn2c(CC)nc3ccc(Br)cc3c2=O)c(OCCN2CCN(C)CC2)cc1Br,0.82,0.5,1.0,1.82,0.33,0.37,2.8
CCCN1CCC(Nc2cc(-c3cccc(OC(F)(F)F)c3)nc(N[C@H](CO)C(C)C)n2)CC1,0.8,0.26,1.0,1.65,0.45,0.42,3.15
Cc1ccc2nc(-c3cccc(Oc4ccccc4)c3)oc2c1,0.74,0.3,1.0,3.82,0.49,0.01,1.83
C=CC(=O)Oc1ccc(N=C(C)C)cc1C,0.95,0.41,1.0,1.18,0.34,0.0,2.64
COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccccc2C(=O)Nc2ccc(CN3CCN(C)CC3)cc2)cc1,0.67,0.14,1.0,2.89,0.28,0.04,2.32
CN(C)CCCNC(=O)OCC(=O)c1ccc(Cl)c(Cl)c1,0.98,0.42,1.0,1.66,0.62,0.0,2.04
COc1ccc(N=C(N)c2ccccc2)cc1,0.81,0.32,1.0,1.91,0.65,0.0,1.76
CN(C(=O)CN(c1ccc(F)c(Cl)c1)S(=O)(=O)c1ccccc1)C(=O)NCc1ccc(F)cc1,0.83,0.01,1.0,2.1,0.52,0.0,2.44
CCC(C)C[N+]=C(C)N1C[C@H](n2ccc(=O)[nH]c2=O)O[C@H]1COC(c1ccccc1)(c1ccccc1)c1ccccc1,0.19,0.42,0.96,0.13,0.17,0.02,4.27
CCOc1ccc(-c2ccc(/C=C3/C(=N)N4C(SCC(C)C)=NSC4=NC3=O)o2)c(Cl)c1,0.43,0.22,1.0,2.51,0.4,0.0,3.14
COc1ccc(C=Nc2cc(I)c(OC)c(S(=O)(=O)c3ccc(C)cc3)c2)cc1F,0.43,0.05,1.0,2.72,0.31,0.01,2.6
COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccccc2C(=O)NC(C)(C)C)cc1,0.48,0.03,1.0,2.81,0.57,0.0,2.11
COC(=O)C(C(=O)C(=O)Nc1nc2ccc([N+](=O)[O-])cc2s1)[NH+](C)C,0.44,0.7,0.99,-2.71,0.23,0.0,3.67
CCOC(=O)C1=C(c2ccccc2)N=c2sc(=Cc3cc(F)cc(F)c3)c(=O)n2[C@@H]1c1ccc(C(C)C)cc1,0.54,0.05,1.0,2.11,0.31,0.01,3.11
CCc1ccccc1Nc1nc(N)nc(C[N+]2(Cc3ccccc3C)CCCC2)n1,0.83,0.11,0.72,1.67,0.57,0.01,2.92
CCCC1=C(C(=O)OCC)[C@H](c2ccc(C(C)C)cc2)n2c(sc(=Cc3ccccc3OC)c2=O)=N1,0.46,0.06,1.0,1.72,0.42,0.0,3.07
Cc1ccc([N+](=O)[O-])cc1N(CC(=O)N(Cc1ccccc1)C1CC1)S(C)(=O)=O,0.95,0.5,1.0,1.31,0.49,0.0,2.33
O=C(COc1ccccc1)Nc1ccc(N2C(=S)N[C@@H](C3CC3)C(c3cccn3Cc3ccccn3)[C@H]2c2cccn2Cc2ccccn2)cc1,0.49,0.13,1.0,2.08,0.13,0.03,4.21
CCCCCOC(=O)c1c(C)oc2c1cc(NS(=O)(=O)c1cccc(Cl)c1)c1ccccc12,0.5,0.01,1.0,3.89,0.22,0.0,2.42
CN1CCN(c2nc(NC=Nc3cc(Br)ccc3OCc3ccccc3F)nc(Nc3ccccc3)n2)CC1,0.53,0.15,1.0,2.65,0.19,0.04,2.82
CN1CCN(CC(=O)O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)CC1,0.19,0.04,0.0,-7.04,0.17,0.02,4.38
CC(C)CCOc1cccc([C@H]2C(=C(CN3CCN(C)CC3)c3ccc4c(c3)C[C@H](C)O4)C(=O)C(=O)N2Cc2ccncc2)c1,0.59,0.06,1.0,1.29,0.23,0.05,3.71
COc1cc(C(=O)N[C@H](C)c2nc3ccccc3n2Cc2ccc(Cl)cc2Cl)cc(OC)c1OC,0.38,0.09,1.0,2.98,0.32,0.01,2.72
COC(=O)c1c(C)oc2ccc(N(C(=O)/C=C/c3ccccc3)S(=O)(=O)c3cccc(Cl)c3)cc12,0.5,0.02,1.0,2.95,0.25,0.0,2.57
COc1ccc(NC(=O)c2ccc(OC)cc2)cc1,0.78,0.6,1.0,2.66,0.92,0.0,1.27
COc1cccc(CN(C(=O)CN(C)S(=O)(=O)c2ccc(OC)c(OC)c2)C(=O)NC2CCCCC2)c1,0.89,0.02,1.0,1.4,0.5,0.0,2.58
Cc1cc([C@@H]2[C@@H](c3ccccn3)NC(=S)N2c2ccc(CN3CCNCC3)cc2)c(C)n1-c1ccc(Cl)cc1Cl,0.58,0.1,0.99,2.11,0.25,0.1,3.71
CCN(CC)c1ccc(/C=C2\SC(=S)N(C)C2=O)c(OCC(=O)Nc2ccc(F)cc2F)c1,0.76,0.56,1.0,2.28,0.43,0.0,2.57
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(Sc4nc5ccc(CN6CCN(C)CC6)cc5s4)o3)c(=O)n2[C@H]1c1cc(OC)c(OC)c(OC)c1,0.5,0.14,1.0,1.08,0.17,0.04,3.73
COc1ccc(C(=O)Nc2nnc(CCOCC3CCC3)s2)cc1,0.94,0.54,1.0,1.75,0.74,0.0,2.15
COc1ccc(CN(C(=O)CCc2ccc(S(=O)(=O)N3CCCC3)cc2)[C@H](Cc2ccccc2)C(=O)NC2CCCN2C)cc1,0.23,0.21,1.0,0.93,0.3,0.02,3.45
COc1ccccc1-c1ccc(NC(=O)c2ccccc2)o1,0.91,0.59,1.0,2.74,0.78,0.0,1.93
COc1ccc(N=C(N)c2ccc(OC)c(OC)c2)cc1,0.8,0.39,1.0,1.74,0.68,0.0,1.91
CN1CCN(C(=O)N(C(=O)O)c2ccc(N(C(=O)Oc3ccccc3)S(=O)(=O)c3ccc(Cl)cc3)c3ccccc23)CC1,0.63,0.01,0.99,2.7,0.3,0.06,2.85
CCOc1cc(C=C2C(=O)NC(=S)N(c3cccc(Cl)c3Cl)C2=O)cc(I)c1OC(C)C,0.64,0.17,1.0,2.75,0.2,0.01,2.74
CCN(CC)C(=O)C1=C(C)N=c2s/c(=C/c3ccccc3OC)c(=O)n2[C@H]1c1cc(OC)ccc1OC,0.48,0.16,1.0,0.62,0.46,0.01,3.07
CNCCCNc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CO)[C@H](O)[C@@H]1O,0.51,0.7,0.58,-3.89,0.31,0.01,3.87
CCCCNC(=O)[C@@H](CC)N(Cc1cccc(OC)c1)C(=O)CN(c1cc(OC)ccc1OC)S(C)(=O)=O,0.59,0.15,1.0,0.7,0.34,0.0,3.04
COc1ccccc1C(=Cc1ccc(Nc2ccccc2)cc1)NC(=O)c1ccccc1,0.46,0.36,1.0,4.03,0.34,0.01,2.1
COc1ccc(C(=O)N[C@H](CO)c2nnc(SCC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)n2C)cc1,0.3,0.23,1.0,1.2,0.35,0.0,2.91
CCN1CCC(Nc2ccc(NC(=O)c3sc4nc(-c5ccccc5)cc(-c5ccc(C)cc5)c4c3N)cc2)CC1,0.62,0.51,0.99,4.46,0.19,0.07,2.51
CN1CCN(c2ccc3cc(S(=O)(=O)O)c(/N=N/c4ccc(/N=N/c5ccc(N)cc5N)c(S(=O)(=O)O)c4)c(O)c3c2)CC1,0.18,0.56,0.71,1.4,0.1,0.03,3.38
CN(C)CCCN(C)C(=O)Nc1ccc2oc(-c3ccc(Cl)cc3)nc2c1,0.97,0.34,0.99,2.64,0.67,0.01,2.22
Cc1ccc2c(Cl)c(C(=O)Nc3ccc(C(=O)Nc4nnc(-c5ccccc5)o4)cc3)sc2c1,0.42,0.44,0.96,3.87,0.3,0.0,2.27
CCN1CCC(Nc2ccc(NC(=O)/C(=C/c3c[nH]c4ccccc34)NC(=O)c3ccccc3)cc2)CC1,0.83,0.2,0.97,3.02,0.24,0.32,2.43
CN1CCN(C(=O)Nc2ccc(NC(=O)c3ccccc3)c(Br)c2)CC1,0.9,0.3,0.9,2.28,0.8,0.0,1.89
CCOc1ccc([C@@H](C(=O)NCCC(C)C)N(Cc2ccccc2)C(=O)CNc2ccccc2)cc1OC,0.52,0.07,1.0,2.61,0.3,0.0,2.75
COc1ccccc1NC(=O)COc1ccc(C=C2CCN(C)CC2)cc1OC,0.98,0.17,1.0,2.16,0.77,0.01,2.19
COC(=O)C[C@@H](c1c(O)c(O)c(O)c2c(=O)cc(-c3ccccc3)oc12)N(C)CCN,0.44,0.58,0.96,-0.56,0.33,0.02,3.44
CCOC(=O)C1=C(C)N=c2s/c(=C\c3cccc(Oc4ccccc4Cl)c3)c(=O)n2[C@H]1c1ccc2c(c1)OCO2,0.5,0.05,1.0,1.84,0.3,0.01,3.12
COC(=O)c1ccc(OC(=O)c2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,0.8,0.23,0.98,2.26,0.38,0.0,1.91
CCOc1ccc(-n2c(COc3ccccc3)nnc2SCC(=O)Nc2ccccc2)cc1,0.49,0.12,0.99,3.16,0.34,0.0,2.02
CN1CCN(CC(=O)C(c2ccccc2)=c2s/c(=C/c3cn(-c4ccccc4)nc3-c3ccc(Cl)cc3)c(=O)n2-c2ccccc2F)CC1,0.66,0.1,1.0,2.24,0.21,0.04,3.03
CS(=O)(=O)N(Cc1ccc(C(=O)Nc2ccc(Cl)cc2)cc1)c1cccc(Cl)c1,0.76,0.12,1.0,3.43,0.56,0.0,1.93
COc1cccc(CN(C(=O)CN(c2ccc([N+](=O)[O-])cc2)S(=O)(=O)c2ccccc2)[C@@H](Cc2ccccc2)C(=O)Nc2ccc(Cl)c(Cl)c2)c1,0.19,0.17,1.0,3.4,0.09,0.02,3.22
COc1cccc(/C=C2\SC(=S)N(CCCC(=O)Nc3ccc(F)cc3Cl)C2=O)c1,0.78,0.43,1.0,2.98,0.46,0.0,2.25
CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3cc(Cl)cc(Cl)c3)c(=O)n2[C@@H]1c1cccs1,0.51,0.05,1.0,2.07,0.32,0.01,3.12
CCN(CC)c1ccc(/C=C2\SC(=S)N(C)C2=O)c(OCC(=O)NC2CC2)c1,0.94,0.61,1.0,1.14,0.52,0.0,2.57
CN1CCN(c2ccc(-c3nn(-c4ccccc4)cc3/C=C3\SC(=S)N(Cc4ccccc4Cl)C3=O)cn2)CC1,0.79,0.36,1.0,2.93,0.21,0.05,2.66
CC[C@H](C)NC(=O)[C@H](Cc1ccccc1)N(Cc1ccccc1)C(=O)CN(C)Cc1ccccc1,0.6,0.13,1.0,1.88,0.42,0.01,2.92
CCOC(=O)C1=C(c2ccccc2)N=c2sc(=Cc3cc(Br)cc(I)c3OCc3ccc(Cl)cc3)c(=O)n2[C@@H]1c1cccc(F)c1,0.46,0.04,1.0,3.41,0.12,0.02,3.38
CS(=O)(=O)N(Cc1ccc(C(=O)Nc2ccc(Br)cc2)cc1)c1cccc(Cl)c1,0.75,0.11,1.0,3.45,0.51,0.0,1.98
CN1CCN(C(=O)O[C@H]2Cc3c(O)cc(O)cc3O[C@H]2c2cc(O)c(O)c(O)c2)CC1,0.45,0.45,0.58,-1.08,0.45,0.17,3.62
Cc1nc(Sc2ccc(N(C)C)cc2C=C2CCCCc3c2nc2ccccc2c3C(=O)O)ccc1[N+](=O)[O-],0.45,0.61,1.0,-0.15,0.16,0.01,3.06
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(-c4cccc(C)c4)o3)c(=O)n2[C@H]1c1ccc(N(C)C)cc1,0.6,0.09,1.0,1.48,0.35,0.0,3.11
CNc1c(C=Nn2c(-c3cc4ccccc4o3)nc3ccccc3c2=O)cc(Cl)cc1[N+](=O)[O-],0.5,0.58,1.0,2.41,0.21,0.0,2.84
COc1ccccc1N1C(=S)N[C@H](c2ccccn2)[C@@H]1c1cc(C)n(-c2ccccc2)c1C,0.59,0.18,1.0,1.98,0.39,0.01,3.41
CCN1CCc2ccc(NC(=O)CSc3nnc([C@H](CC(C)C)NC(=O)c4ccc(Cl)cc4Cl)n3C)cc2CC1,0.65,0.42,0.99,-1.06,0.29,0.27,3.1
Cc1cccc(C(C)C)c1NC(=O)C(=O)[C@@H](C(=O)/C=C/c1ccccc1)N1CCN(C)CC1,0.89,0.13,0.99,0.84,0.38,0.01,3.11
COc1ccc(Cl)cc1N[C]1NC(=O)/C(=C/c2ccc(Cl)cc2)S1,0.77,0.57,1.0,2.4,0.75,0.0,2.54
CCOc1ccccc1NC(=O)c1sc(NC(C)=O)c(C(=O)OC)c1C,0.73,0.21,1.0,2.05,0.75,0.0,2.07
COc1ccccc1[C@H]1c2c(C)nn(-c3ccccc3)c2Oc2ncn3nc(-c4ccc(CN5CCN(CCO)CC5)cc4)nc3c21,0.39,0.13,1.0,1.23,0.26,0.07,3.46
Cc1ccc([C@@H]2[C@H](C)NC(=S)N2c2ccc(Oc3ccccc3)cc2)n1-c1cccnc1,0.52,0.17,1.0,2.01,0.4,0.01,3.46
CCOc1ccc(-c2nn(-c3ccccc3)cc2/C=c2\sc3n(c2=O)[C@H](c2ccc(C(F)(F)F)cc2)C(C(=O)OCC(C)C)=C(C)N=3)cc1,0.43,0.09,1.0,2.73,0.16,0.02,3.39
CN(C)C(=O)NN1C(=O)/C(=C\c2cc(Br)c(OCc3ccccc3F)c(Br)c2)SC1=S,0.73,0.37,1.0,2.49,0.38,0.0,2.78
COc1ccc(C(N)=NCCc2ccccc2)cc1,0.8,0.38,1.0,1.82,0.66,0.0,1.78
COc1ccc(C(=O)NC(=Cc2ccccc2)C(=O)Nc2ccccc2Cl)c(Cl)c1,0.49,0.43,1.0,3.44,0.5,0.0,2.04
COc1cc(C=C2C(=O)NC(=S)N(c3cc(F)cc(F)c3)C2=O)cc(Br)c1OCc1ccc([N+](=O)[O-])cc1,0.47,0.57,1.0,2.39,0.13,0.01,2.71
CC[C@H](C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1ccc(N2CCN(C)CC2)cc1,0.91,0.49,1.0,1.5,0.51,0.16,3.02
